source	target	pvalue	threshold
LUMINOR	ZEFRA	3.6149243847932627e-19	4.757852431019942e-10
EIGHTBALL	RALF	3.6149243847932627e-19	4.757852431019942e-10
MASTER PROGRAMMER	WADE, AGENT JOE	3.6149243847932627e-19	4.757852431019942e-10
ARIES II/GROVER RAYMOND	CANCER/JACK KLEVENO	3.6149243847932627e-19	4.757852431019942e-10
ARIES II/GROVER RAYMOND	VIRGO/ELAINE MCLAUGHLIN	3.6149243847932627e-19	4.757852431019942e-10
MINDSINGER/GREGOR	SPLICE/CHANDRA KU	3.6149243847932627e-19	4.757852431019942e-10
EARTHQUAKE	SMASHER IV	3.6149243847932627e-19	4.757852431019942e-10
BELLAM	LUMINOR	3.6149243847932627e-19	4.757852431019942e-10
SHATTERAX	ULTIMUS	3.6149243847932627e-19	4.757852431019942e-10
MASTERSON, KEVIN	PARETSKY, DR. GARY	3.624709565374008e-19	4.757852431019942e-10
BANSHEE/SEAN CASSIDY	MONDO II	3.688064975511056e-19	4.757852431019942e-10
HERCULES [GREEK GOD]	MAGDALENE/MARISSA DARROW	3.736334907756188e-19	4.757852431019942e-10
NIGHTCRAWLER/KURT WAGNER 	POLARIS/LORNA DANE	3.7421537612487983e-19	4.757852431019942e-10
BEAST/HENRY &HANK& P. MCCOY 	HELLCAT/PATSY WALKER BAXTER HELLSTROM	3.808823361294239e-19	4.757852431019942e-10
KARKAS [DEVIANT]	KINGO SUNEN [ETERNAL]	3.8499607188030676e-19	4.757852431019942e-10
HODGE, CAMERON	TILBY, TRISH/PATRICIA TILBERT	3.891422163510221e-19	4.757852431019942e-10
BALDER [ASGARDIAN]	GRANT, SILAS	3.9221967497111783e-19	4.757852431019942e-10
KURSE/ALGRIM [ASGARDIAN]	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	4.0091590315344843e-19	4.757852431019942e-10
BRADDOCK, JAMES JR. JAMIE	CAPTAIN BRITAIN/BRIAN BRADDOCK	4.0181045419665596e-19	4.757852431019942e-10
KINCAID, DR. JANE FOSTER	KINCAID, JIMMY	4.049740086307387e-19	4.757852431019942e-10
SELENE	WOLFSBANE/RAHNE SINCLAIR	4.070058351362314e-19	4.757852431019942e-10
INTERLOPER	NORRISS, SISTER BARBARA DENTON	4.0990033999022475e-19	4.757852431019942e-10
WALTERS, BILLY	WATSON, ANNA	4.1263024259857938e-19	4.757852431019942e-10
ALRAUNE, MARLENE	MIDNIGHT III/JEFFREY WILDE	4.204656348821376e-19	4.757852431019942e-10
FIZ [SKRULL]	PROFESSOR X/CHARLES FRANCIS XAVIER 	4.2065993641624837e-19	4.757852431019942e-10
BUSHMASTER II/QUINCY MCIVER	COACHWHIP	4.2305639572566736e-19	4.757852431019942e-10
ACHILLES II/HELMUT	DELPHI	4.2305639572566736e-19	4.757852431019942e-10
GYPSY MOTH	TATTERDEMALION/	4.2305639572566736e-19	4.757852431019942e-10
GEMINI/JOSHUA LINK	SAGITTARIUS/HARLAN VARGAS	4.2305639572566736e-19	4.757852431019942e-10
AIR-WALKER/GABRIEL LAN	MORG	4.2305639572566736e-19	4.757852431019942e-10
CAPTAIN MARVEL/CAPTAIN MAR-VELL [KREE]	VISION 	4.357273072930689e-19	4.757852431019942e-10
BROWN, ABE	WHITE TIGER/HECTOR AYALA	4.367544968093821e-19	4.757852431019942e-10
NEBULON	NORRISS, SISTER BARBARA DENTON	4.386572879738942e-19	4.757852431019942e-10
ARBOGAST, BAMBI	SONDHEIM, ERICA	4.392444720387216e-19	4.757852431019942e-10
JAMESON, J. JONAH	STACY, JILL	4.398803278625429e-19	4.757852431019942e-10
CANNONBALL II/SAM GUTHRIE 	MACTAGGERT, MOIRA KINROSS	4.435511476414634e-19	4.757852431019942e-10
ABSORBING MAN/CARL CRUSHER CREEL	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	4.458219535017374e-19	4.757852431019942e-10
STACY, ARTHUR	WATSON-PARKER, MARY JANE	4.530086173796175e-19	4.757852431019942e-10
FALCONA [INHUMAN]	LEONUS/LIONUS [INHUMAN]	4.6173200675050925e-19	4.757852431019942e-10
ROUGHHOUSE	SISTER SALVATION	4.6173200675050925e-19	4.757852431019942e-10
BUCKY II/FRED DAVIS	NUKLO/ROBERT FRANK JR.	4.6173200675050925e-19	4.757852431019942e-10
GRONK	MAELSTROM/MALCOLM STROMBERG	4.6173200675050925e-19	4.757852431019942e-10
LIBRA/GUSTAV BRANDT	PHARAOH RAMA-TUT	4.670161177770124e-19	4.757852431019942e-10
RUIZ, RIGGER	THUNDERSTRIKE/ERIC KEVIN MASTERSON	4.719078653443069e-19	4.757852431019942e-10
KELLY, SEN. ROBERT EDWARD	MYSTIQUE/RAVEN DARKHOLME/MALLORY BRICKMAN/B. BYRON BIGGS/RONNIE	4.730410892466427e-19	4.757852431019942e-10
COWEN, ELAINE	TOPAZ	4.807139105130964e-19	4.757852431019942e-10
MEDUSA/MEDUSALITH AMAQUELIN [INHUMAN]	WINGFOOT, WYATT	4.822609437626137e-19	4.757852431019942e-10
ELEKTRA | MUTANT X-VERSE/ELEKTRA NATCHIOS	MARVEL WOMAN | MUTANT X-VERSE/MADELYNE PRYOR-SUMMERS 	4.887989834458441e-19	4.757852431019942e-10
IN-BETWEENER	MASTER ORDER	4.887989834458441e-19	4.757852431019942e-10
MROTH	ULIK	4.969888401695171e-19	4.757852431019942e-10
PYLLAR	ULIK	4.969888401695171e-19	4.757852431019942e-10
RINGTOSS	YAP	4.970850501755869e-19	4.757852431019942e-10
APE-X/XINA	QUAGMIRE	4.970850501755869e-19	4.757852431019942e-10
CHINA DOLL	YAP	4.970850501755869e-19	4.757852431019942e-10
CHINA DOLL	GATECRASHER	4.970850501755869e-19	4.757852431019942e-10
KLIGGER/SEN. EUGENE KLIGGER STIVAK	VEDA	4.970850501755869e-19	4.757852431019942e-10
FERRO2	GATECRASHER	4.970850501755869e-19	4.757852431019942e-10
THUG	YAP	4.970850501755869e-19	4.757852431019942e-10
GATECRASHER	WAXWORK	4.970850501755869e-19	4.757852431019942e-10
NIGHTSIDE	TEMPEST/GRANNZ	4.970850501755869e-19	4.757852431019942e-10
GENTRY	GHOST GIRL II/LILLI	4.970850501755869e-19	4.757852431019942e-10
WAXWORK	YAP	4.970850501755869e-19	4.757852431019942e-10
SCATTERBRAIN	YAP	4.970850501755869e-19	4.757852431019942e-10
BODYBAG	YAP	4.970850501755869e-19	4.757852431019942e-10
GATECRASHER	THUG	4.970850501755869e-19	4.757852431019942e-10
BODYBAG	GATECRASHER	4.970850501755869e-19	4.757852431019942e-10
BLACK FOX/ROBERT W. PAINE	OXBOW/	4.970850501755869e-19	4.757852431019942e-10
FERRO2	YAP	4.970850501755869e-19	4.757852431019942e-10
GATECRASHER	SCATTERBRAIN	4.970850501755869e-19	4.757852431019942e-10
MAGNETO | MUTANT X-VERSE	NIGHTCRAWLER | MUTANT X-VERSE/KURT WAGNER	4.970850501755869e-19	4.757852431019942e-10
GATECRASHER	RINGTOSS	4.970850501755869e-19	4.757852431019942e-10
IRON MAN/TONY STARK 	WHIPLASH/MARK SCARLOTTI/MARK SCOTT	5.055826328456026e-19	4.757852431019942e-10
CR'REEE	WALDO	5.099849533287932e-19	4.757852431019942e-10
D'ANGELO, LIEUTENANT JAMES	SUN, LIN	5.132547418419551e-19	4.757852431019942e-10
MORRELL, SABRINA	SPIDER-WOMAN/JESSICA DREW	5.27987101520667e-19	4.757852431019942e-10
OKOYE	RAMONDA	5.327376338830934e-19	4.757852431019942e-10
MALICE V/NAKIA	RAMONDA	5.327376338830934e-19	4.757852431019942e-10
ROGUE /	TESSA	5.356159191295426e-19	4.757852431019942e-10
MUGGINS, MAMIE	ROBERTSON, JOE	5.361472541337734e-19	4.757852431019942e-10
CAPTAIN AMERICA	THUNDERSTRIKE/ERIC KEVIN MASTERSON	5.442244982386005e-19	4.757852431019942e-10
ST. CROIX, CLAUDETTE	SYNCH/EVERETT THOMAS	5.478958062489112e-19	4.757852431019942e-10
CHATTERTON, DAVE	MAKKARI/MIKE KHARY/INVISIBLE MAN/ADAM CLAYTON/JAKE CURTISS/MICHAEL	5.478958062489112e-19	4.757852431019942e-10
AUTHIER, TRACY TRACE	SYNCH/EVERETT THOMAS	5.478958062489112e-19	4.757852431019942e-10
ST. CROIX, NICOLE	SYNCH/EVERETT THOMAS	5.478958062489112e-19	4.757852431019942e-10
TREMONT, JONATHAN	TRIATHLON/DELROY GARRETT JR.	5.597084532830495e-19	4.757852431019942e-10
DRAX/ARTHUR DOUGLAS	MAGUS	5.789852582502799e-19	4.757852431019942e-10
MONDO II	SYNCH/EVERETT THOMAS	5.797762593797527e-19	4.757852431019942e-10
GREY, DR. JOHN	STORM/ORORO MUNROE Subscribe!	5.830467321451396e-19	4.757852431019942e-10
LIBRA/GUSTAV BRANDT	VIRGO/ELAINE MCLAUGHLIN	5.905137449180301e-19	4.757852431019942e-10
CANCER/JACK KLEVENO	LIBRA/GUSTAV BRANDT	5.905137449180301e-19	4.757852431019942e-10
BALDER [ASGARDIAN]	EXECUTIONER II/SKURGE [ASGARDIAN]	5.9631595912755115e-19	4.757852431019942e-10
CANTOR, VERA	ICEMAN/ROBERT BOBBY DRAKE	6.010104373886638e-19	4.757852431019942e-10
CYCLONE II/PIERRE FRESSON	TIGER SHARK/TODD ARLISS	6.015351370010163e-19	4.757852431019942e-10
DORCAS, LEMUEL DR.	TIGER SHARK/TODD ARLISS	6.015351370010163e-19	4.757852431019942e-10
MERCADO, JOY	ROBERTSON, MARTHA	6.023377867251983e-19	4.757852431019942e-10
CORTEZ, FABIAN	RAM, SIR	6.081593795201817e-19	4.757852431019942e-10
CORTEZ, FABIAN	GATOR, LORD	6.081593795201817e-19	4.757852431019942e-10
HUDSON, HEATHER	MAGUS	6.091289657377434e-19	4.757852431019942e-10
CYCLONE II/PIERRE FRESSON	POWER MAN/ERIK JOSTEN	6.166586461814407e-19	4.757852431019942e-10
CODY, GARY	HUDSON, HEATHER	6.241367574591537e-19	4.757852431019942e-10
BUCKY/BUCKY BARNES	UNION JACK II/BRIAN FALSWORTH	6.307629581116977e-19	4.757852431019942e-10
THUNDERSTRIKE/ERIC KEVIN MASTERSON	WARLOCK II/ADAM WARLOCK	6.357468775796782e-19	4.757852431019942e-10
NOMAD III/JACK MONROE	ROTH, ARNIE	6.390064773636374e-19	4.757852431019942e-10
FORGOTTEN ONE/GILGAMESH [ETERNAL]	KHORYPHOS [ETERNAL]	6.491709743271607e-19	4.757852431019942e-10
LOKI [ASGARDIAN]	THOR II/ROGER RED NORVELL	6.529027234743257e-19	4.757852431019942e-10
PUPPET MASTER/PHILLIP MASTERS	SORRENTINO/SORRENTINO GANGER	6.562032852507451e-19	4.757852431019942e-10
BRIDGE, GEORGE WASHINGTON G.W.	WEAPON X II/GARRISON KANE	6.748234231279391e-19	4.757852431019942e-10
ROULETTE II/JENNY STAVROS	THUNDERBIRD II/JAMES PROUDSTAR	6.759626671894221e-19	4.757852431019942e-10
AUSTIN, SUSAN	RASSITANO, MAD DOG	6.87255848874566e-19	4.757852431019942e-10
GATEWAY	WOLVERINE/LOGAN 	6.911881655424295e-19	4.757852431019942e-10
LANE, SILAS	STARSHINE II/BRANDY CLARK	6.922452782798741e-19	4.757852431019942e-10
MAD DOG/COLONEL BUZZ BAXTER	MADAME HYDRA VI	6.94810493730682e-19	4.757852431019942e-10
SCANNER II	TYGER, LORD	7.101716365815989e-19	4.757852431019942e-10
DAYTRIPPER/AMANDA SEFTON	MEGGAN	7.108945701889979e-19	4.757852431019942e-10
FRIDAY	LIGHTSPEED/JULIE POWER	7.1828119846500365e-19	4.757852431019942e-10
COUNTERWEIGHT/JACK POWER	FRIDAY	7.1828119846500365e-19	4.757852431019942e-10
LYJA LAZERFIST [SKRULL]	ZARRKO, ARTHUR	7.189718229069409e-19	4.757852431019942e-10
LIBRA/GUSTAV BRANDT	TAURUS/CORNELIUS VAN LUNT	7.290105859714976e-19	4.757852431019942e-10
KINGPIN/WILSON FISK	PAGE, KAREN	7.419255851293303e-19	4.757852431019942e-10
JUBILEE/JUBILATION LEE 	SABRETOOTH/VICTOR CREED	7.419434475847316e-19	4.757852431019942e-10
COLOSSUS II/PETER RASPUTIN 	GREY, ELAINE	7.440627453450113e-19	4.757852431019942e-10
AUSTIN, SUSAN	STONE, LT. MARCUS	7.490440555981962e-19	4.757852431019942e-10
HUXLEY, DR. HORATIO	MANBOT/BERNIE LACHENAY	7.518456490468574e-19	4.757852431019942e-10
MARVEL GIRL/JEAN GREY SUMMERS	WAR/ABRAHAM LINCOLN KIEROS	7.531228037618276e-19	4.757852431019942e-10
BATTLESTAR/LEMAR HOSKINS	CRIPPLER/KARL STRIKLAN	7.6546166566271e-19	4.757852431019942e-10
MAGUS	NOVA/RICHARD RIDER	7.660183586475737e-19	4.757852431019942e-10
LOBO, CARLOS	LOBO, EDUARDO	7.695533445841824e-19	4.757852431019942e-10
RIPTIDE	SCALPHUNTER	7.695533445841824e-19	4.757852431019942e-10
CHEKOV, ARTHUR ANTON	MARTHA	7.722338321398529e-19	4.757852431019942e-10
FIRELORD/PYREUS KRIL [XANTAREAN]	SILVER SURFER/NORRIN RADD	7.821908503379777e-19	4.757852431019942e-10
BISHOP /	JUBILEE/JUBILATION LEE 	7.824162222442516e-19	4.757852431019942e-10
ETERNITY/ADAM QADMON	UATU	7.839525365755047e-19	4.757852431019942e-10
GOBLYN	JADE DRAGON/DEI GUAN	7.872983059544121e-19	4.757852431019942e-10
ARCADE/	CHAMBERS, MR.	7.872983059544121e-19	4.757852431019942e-10
MASTER MENACE/DR. EMIL BURBANK	POWER PRINCESS/ZARDA	7.872983059544121e-19	4.757852431019942e-10
BLACK KNIGHT V/DANE WHITMAN	STARFOX/EROS	8.163213185790564e-19	4.757852431019942e-10
BLACK CAT/FELICIA HARDY	DEWOLFF, JEAN	8.202570943758173e-19	4.757852431019942e-10
HEIMDALL [ASGARDIAN]	HILDY [ASGARDIAN]	8.264215671705466e-19	4.757852431019942e-10
WASP/JANET VAN DYNE PYM	YELLOWJACKET III/HENRY HANK PYM II	8.288955593058438e-19	4.757852431019942e-10
MANGOG	ODIN [ASGARDIAN]	8.580989167054789e-19	4.757852431019942e-10
SLOAN, DR.	SPIDER-MAN/PETER PARKER	8.625690109964906e-19	4.757852431019942e-10
CHEKOV, ARTHUR ANTON	SPIDER-MAN/PETER PARKER	8.625690109964906e-19	4.757852431019942e-10
COPPERHEAD III/DAVIS LAWFERS	RATTLER	8.715163664197936e-19	4.757852431019942e-10
BLACK RACER/	COTTONMOUTH II	8.715163664197936e-19	4.757852431019942e-10
COLLINS, DEMITRIUS	HESCAMAR/MARNOT [ASGARDIAN]	8.715163664197936e-19	4.757852431019942e-10
BIG MAN/FREDERICK FOSWELL	THOMPSON, EUGENE FLASH	8.726168244697554e-19	4.757852431019942e-10
COUNTERWEIGHT II/KATIE POWER	FRIDAY	8.969866536137227e-19	4.757852431019942e-10
BYRRAH [ATLANTEAN]	SUB-MARINER/NAMOR MACKENZIE	8.98597670462706e-19	4.757852431019942e-10
FONDOZZI, MICKEY	PUNISHER II/FRANK CASTIGLIONE/FRANK CASTLE	9.028459573655723e-19	4.757852431019942e-10
MADDEN, CHET	PROTOCIDE/PRIVATE CLINTON MCINTYRE	9.036112636235503e-19	4.757852431019942e-10
PERUN	TYRAK	9.036112636235503e-19	4.757852431019942e-10
FANTASMA	TYRAK	9.036112636235503e-19	4.757852431019942e-10
HOLDEN, DR. SAMUEL	KINGO SUNEN [ETERNAL]	9.161258036269928e-19	4.757852431019942e-10
FIREFIST/RUSTY COLLINS	WARLOCK III	9.406382228711823e-19	4.757852431019942e-10
GATEWAY	ROGUE /	9.538489227226328e-19	4.757852431019942e-10
EXECUTIONER II/SKURGE [ASGARDIAN]	ODIN [ASGARDIAN]	9.538489227226328e-19	4.757852431019942e-10
HARKNESS, AGATHA	MASTERS, ALICIA REISS	9.564629336056716e-19	4.757852431019942e-10
CERISE II [SHI'AR]	STUART, DR. ALISTAIRE	9.62142314724206e-19	4.757852431019942e-10
ANAK	KINCAID, DR. JANE FOSTER	9.800980029143835e-19	4.757852431019942e-10
DEATHCRY [SHI'AR]	VISION 	9.856959377776937e-19	4.757852431019942e-10
HARVEST/CHI LO	SEA WITCH/BRIGIT O'HARE	9.941041790519585e-19	4.757852431019942e-10
MYSTERIO/QUENTIN BECK/NICHOLAS MACABE	VULTURE/ADRIAN TOOMES	1.0043641158082761e-18	4.757852431019942e-10
MURMUR II/ARLETTE TRUFFAUT	SUNFIRE/SHIRO YOSHIDA	1.0100501781146099e-18	4.757852431019942e-10
JAMESON, MARLA MADISON	SPIDER-MAN III/MARTHA MATT FRANKLIN	1.0201837774866586e-18	4.757852431019942e-10
TRIATHLON/DELROY GARRETT JR.	WONDER MAN/SIMON WILLIAMS 	1.0232231967437442e-18	4.757852431019942e-10
JONES, MAGGIE	MACHINE MAN/X-51	1.0241583722271967e-18	4.757852431019942e-10
KINGPIN/WILSON FISK	TURK	1.0372677350005042e-18	4.757852431019942e-10
ARES [GREEK GOD]	DIONYSUS [GREEK GOD]	1.0377319822057004e-18	4.757852431019942e-10
KREA, BRUNO	MACKENZIE, AL	1.0377319822057004e-18	4.757852431019942e-10
ARES [GREEK GOD]	ATHENA [GREEK GOD]	1.0377319822057004e-18	4.757852431019942e-10
CYCLONE II/PIERRE FRESSON	JOLT/HALLIE TAKAHAMA/HALLIE SHIMOSATO 	1.0392214023457674e-18	4.757852431019942e-10
MANGOG	VOLSTAGG	1.0407104903414783e-18	4.757852431019942e-10
MIRAGE II/DANIELLE MOONSTAR 	SKIDS/SALLY BLEVINS	1.0419971685736253e-18	4.757852431019942e-10
CHARCOAL/CHARLIE BURLINGAME/CHARLES COLE	METEORITE III/VALERIE BARNHARDT	1.0504339292315472e-18	4.757852431019942e-10
CHARCOAL/CHARLIE BURLINGAME/CHARLES COLE	SMUGGLER II/CONRAD JOSTEN	1.0504339292315472e-18	4.757852431019942e-10
MADAME HYDRA VI	PIERCE, ALEXANDER GOODWIN	1.0504339292315472e-18	4.757852431019942e-10
MAM'SELLE HEPZIBAH	NIGHTCRAWLER/KURT WAGNER 	1.0690446193210726e-18	4.757852431019942e-10
VOLCANA/MARSHA ROSENBERG	WRECKER III/DIRK GARTHWAITE	1.0829963056668272e-18	4.757852431019942e-10
KINCAID, JIMMY	LUMINOR	1.0842616314011328e-18	4.757852431019942e-10
JONES, MAGGIE	QUINN, PAMELA	1.0842616314011328e-18	4.757852431019942e-10
LOCKE, DR. CASSANDRA	MR. JUSTICE/TIMOTHY CARNEY	1.0842616314011328e-18	4.757852431019942e-10
DESTROYER III	KARNILLA [ASGARDIAN]	1.0857639495329002e-18	4.757852431019942e-10
BOOMER/TABITHA SMITH	HODGE, CAMERON	1.0967472959280621e-18	4.757852431019942e-10
FANDRAL [ASGARDIAN]	MANGOG	1.1013659337623365e-18	4.757852431019942e-10
HOGUN [ASGARDIAN]	MANGOG	1.1013659337623365e-18	4.757852431019942e-10
HUMAN TORCH/JOHNNY STORM 	LOCKJAW [INHUMAN]	1.1098609246487011e-18	4.757852431019942e-10
DRAX/ARTHUR DOUGLAS	JONES, RICHARD MILHOUSE RICK	1.111859464832234e-18	4.757852431019942e-10
HOLDEN, DR. SAMUEL	THENA	1.1190845940750427e-18	4.757852431019942e-10
INVISIBLE WOMAN/SUE STORM RICHARDS 	PUPPET MASTER/PHILLIP MASTERS	1.1195191983076627e-18	4.757852431019942e-10
HERCULES [GREEK GOD]	STARFOX/EROS	1.122721803821853e-18	4.757852431019942e-10
BEDLAM/JESSE AARONSON 	WISDOM, PETER	1.1296890795839934e-18	4.757852431019942e-10
DIAMOND, BOB	KNIGHT, MISTY	1.1306600056054716e-18	4.757852431019942e-10
MERCADO, JOY	PARKER, MAY	1.1497265837034475e-18	4.757852431019942e-10
CYCLONE II/PIERRE FRESSON	MAN-KILLER/KATRINA LUISA VAN HORN	1.1581153837201548e-18	4.757852431019942e-10
CRIMSON COWL II/	CYCLONE II/PIERRE FRESSON	1.1581153837201548e-18	4.757852431019942e-10
KAINE	STUNNER/ANGELINA BRANCALE	1.1626096003416599e-18	4.757852431019942e-10
HYPERION	MOONDRAGON/HEATHER DOUGLAS	1.1663110096406336e-18	4.757852431019942e-10
BISHOP /	COLOSSUS II/PETER RASPUTIN 	1.1760547446656692e-18	4.757852431019942e-10
APE/	LEECH	1.1816396676758514e-18	4.757852431019942e-10
AURIC/	SASQUATCH/WALTER LANGKOWSKI	1.1931569778292316e-18	4.757852431019942e-10
BIG MAN/FREDERICK FOSWELL	OSBORN, HARRY	1.1969496330377065e-18	4.757852431019942e-10
EGGHEAD/PROF. ELIHAS STARR	WASP/JANET VAN DYNE PYM	1.208108090615291e-18	4.757852431019942e-10
ASP II/CLEO	FER DE LANCE/TERESA	1.2084535180514253e-18	4.757852431019942e-10
RAGE/ELVIN DARYL HALLIDAY	TURBO II (A)/MICHIKO MUSASHI	1.2088074657428524e-18	4.757852431019942e-10
BALDER [ASGARDIAN]	MALEKITH/MALCOLM KEITH [ELF]	1.2204354179359227e-18	4.757852431019942e-10
RORY, RICHARD	ZAPPER, DAN	1.2297360441994159e-18	4.757852431019942e-10
TEMPO	WILDSIDE	1.2312853513346918e-18	4.757852431019942e-10
AIREO/AEOLUS [INHUMAN]	FALCONA [INHUMAN]	1.2312853513346918e-18	4.757852431019942e-10
SLUG/ULYSSES X. LUGMAN	WORD II/	1.2312853513346918e-18	4.757852431019942e-10
KATZENBERG, NICK	PUMA/THOMAS FIREHEART	1.236037676316241e-18	4.757852431019942e-10
CROSSBONES/BROCK BING RUMLOW	CUTTHROAT/DANIEL LEIGHTON	1.2363748509906907e-18	4.757852431019942e-10
MULTIPLE MAN/JAMES ARTHUR JAMIE MADROX	STORM/ORORO MUNROE Subscribe!	1.2615946290970874e-18	4.757852431019942e-10
ELECTRO/MAX DILLON	MYSTERIO/QUENTIN BECK/NICHOLAS MACABE	1.2688245297639592e-18	4.757852431019942e-10
FALZON	LOCKJAW [INHUMAN]	1.2765556185688466e-18	4.757852431019942e-10
BOUDREAUX, BELLA DONNA	COURIER/JACOB GAVIN	1.2777048854398908e-18	4.757852431019942e-10
BROTHER TODE	KRO [DEVIANT]	1.2802163512509479e-18	4.757852431019942e-10
APE-X/XINA	WHIZZER II/STANLEY STEWART	1.2802163512509479e-18	4.757852431019942e-10
KRO [DEVIANT]	YRDISIS	1.2802163512509479e-18	4.757852431019942e-10
QUEEN DIVINE JUSTICE/CHANTE GIOVANNI BROWN	ZURI	1.3059926856941289e-18	4.757852431019942e-10
LACOSTE, RAE	PEARSON, MARCY	1.3059926856941289e-18	4.757852431019942e-10
RAM, SIR	SCANNER II	1.339866785843303e-18	4.757852431019942e-10
GATOR, LORD	SCANNER II	1.339866785843303e-18	4.757852431019942e-10
CHAMBER/JONOTHON STARSMORE	ST. CROIX, CLAUDETTE	1.343525353289517e-18	4.757852431019942e-10
AUTHIER, TRACY TRACE	CHAMBER/JONOTHON STARSMORE	1.343525353289517e-18	4.757852431019942e-10
HUSK/PAIGE GUTHRIE	ST. CROIX, CLAUDETTE	1.343525353289517e-18	4.757852431019942e-10
AUTHIER, TRACY TRACE	HUSK/PAIGE GUTHRIE	1.343525353289517e-18	4.757852431019942e-10
HUSK/PAIGE GUTHRIE	ST. CROIX, NICOLE	1.343525353289517e-18	4.757852431019942e-10
CHAMBER/JONOTHON STARSMORE	ST. CROIX, NICOLE	1.343525353289517e-18	4.757852431019942e-10
CAPTAIN BRITAIN/BRIAN BRADDOCK	CERISE II [SHI'AR]	1.3484477362854148e-18	4.757852431019942e-10
HOBGOBLIN V/JASON PHILIP MACENDALE	VULTURE/ADRIAN TOOMES	1.3529816668214549e-18	4.757852431019942e-10
ANT-MAN II/SCOTT HARRIS LANG	ZARRKO, ARTHUR	1.3712438443440748e-18	4.757852431019942e-10
CORRIGAN, ARCHIBALD ARCHIE	TAI	1.3795271254620748e-18	4.757852431019942e-10
HULK/DR. ROBERT BRUCE BANNER 	LIPSCOMB, DR. ANGELA	1.39131617487009e-18	4.757852431019942e-10
DR. OCTOPUS/OTTO OCTAVIUS	LEEDS, BETTY BRANT	1.3969010132846572e-18	4.757852431019942e-10
HOLDEN, DR. SAMUEL	REJECT/RAN-SAK [DEVIANT]	1.4080625115209184e-18	4.757852431019942e-10
KINGPIN/WILSON FISK	MICROCHIP/LINUS LIEBERMAN   /BART   	1.4092103080641414e-18	4.757852431019942e-10
CUTTHROAT/DANIEL LEIGHTON	DIAMONDBACK II/RACHEL LEIGHTON	1.4176181276888949e-18	4.757852431019942e-10
POUNDCAKES/MARIAN POUNCY	SCREAMING MIMI/MELISSA GOLD	1.4176181276888949e-18	4.757852431019942e-10
BEREET	HULK/DR. ROBERT BRUCE BANNER 	1.4210508888286367e-18	4.757852431019942e-10
GAUNTLET	SUMMERS, NATHAN CHRISTOPHER CHARLES	1.4242096090402182e-18	4.757852431019942e-10
NAMORITA/NITA PRENTISS [ATLANTEAN]	RAHN, TAMARA	1.426309580769808e-18	4.757852431019942e-10
O'BREEN, GLORIANNA	PAGE, KAREN	1.4303539119540536e-18	4.757852431019942e-10
COLOSSUS II/PETER RASPUTIN 	MAM'SELLE HEPZIBAH	1.4331501637613126e-18	4.757852431019942e-10
FAIRMONT, HANNAH	O'NEILL, DET. BRADY	1.4368733911546454e-18	4.757852431019942e-10
AMIKO	YUKIO	1.4368733911546454e-18	4.757852431019942e-10
FAIRMONT, HANNAH	SIF	1.4553228082858361e-18	4.757852431019942e-10
AUTHIER, TRACY TRACE	SKIN/ANGELO ESPINOSA	1.4928059480994636e-18	4.757852431019942e-10
SKIN/ANGELO ESPINOSA	ST. CROIX, NICOLE	1.4928059480994636e-18	4.757852431019942e-10
SKIN/ANGELO ESPINOSA	ST. CROIX, CLAUDETTE	1.4928059480994636e-18	4.757852431019942e-10
HERMES [GREEK GOD]	ZEUS	1.4948266298701871e-18	4.757852431019942e-10
SCARLET WITCH/WANDA MAXIMOFF	ULTRON	1.5212411460249337e-18	4.757852431019942e-10
CAPTAIN MARVEL III/GENIS-VELL	DRAX/ARTHUR DOUGLAS	1.532300469824606e-18	4.757852431019942e-10
AUSTIN, SUSAN	JOYCE, SAMANTHA	1.5550107223986752e-18	4.757852431019942e-10
CYCLOPS/SCOTT SUMMERS 	FORGE	1.565367966718404e-18	4.757852431019942e-10
JACK OF HEARTS/JACK HART	WHITE TIGER/HECTOR AYALA	1.5687038465830982e-18	4.757852431019942e-10
JUSTICE II/VANCE ASTROVIK 	MATHEMANIC/THOMAS SORENSON	1.5698281647608049e-18	4.757852431019942e-10
NOMAD III/JACK MONROE	SCREAMING MIMI/MELISSA GOLD	1.5781951265237949e-18	4.757852431019942e-10
HOGUN [ASGARDIAN]	TYR	1.579654436071334e-18	4.757852431019942e-10
PERSUASION/KARA KILLGRAVE	WILD CHILD/KYLE GIBNEY	1.59558410054554e-18	4.757852431019942e-10
CRYSTAL [INHUMAN]	MAGDALENE/MARISSA DARROW	1.5970903896483688e-18	4.757852431019942e-10
IN-BETWEENER	LORD CHAOS	1.6280064734742445e-18	4.757852431019942e-10
DESTINY II/IRENE ADLER	ROGUE /	1.632138758365386e-18	4.757852431019942e-10
COOPER, DR. VALERIE	WILD CHILD/KYLE GIBNEY	1.6532931976879572e-18	4.757852431019942e-10
BLACK PANTHER/T'CHALLA	RAMONDA	1.6688656069289237e-18	4.757852431019942e-10
BLACK PANTHER/T'CHALLA	W'KABI	1.6688656069289237e-18	4.757852431019942e-10
